"Month","Day","Hour","Beam Irradiance (W/m^2)","Diffuse Irradiance (W/m^2)","Ambient Temperature (C)","Wind Speed (m/s)","Plane of Array Irradiance (W/m^2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"1","19","6","0","0","8","3","0","8","0","0"
"1","19","7","0","15","8.8","4.5","14.211","7.619","78.462","46.421"
"1","19","8","0","67","9.8","5.9","65.998","9.721","361.056","323.547"
"1","19","9","4","118","11","8.2","119.396","11.781","646.896","603.354"
"1","19","10","17","150","11.2","8.2","160.697","12.632","867.102","818.567"
"1","19","11","26","167","11.1","7.4","193.649","13.185","1042.552","989.823"
"1","19","12","26","167","10.6","5.2","193.654","13.26","1042.25","989.528"
"1","19","13","18","151","11","5.9","162.431","12.899","875.423","826.693"
"1","19","14","5","120","11.6","7.4","121.868","12.574","657.912","614.127"
"1","19","15","0","71","12.4","9.7","69.903","12.502","377.755","339.908"
"1","19","16","0","18","11.4","9.7","17.06","10.767","92.905","60.596"
"1","19","17","0","0","9.6","8.2","0","9.6","0","0"
"1","19","18","0","0","7","6.7","0","7","0","0"
"1","19","19","0","0","6.3","5.2","0","6.3","0","0"
"1","19","20","0","0","6.1","3.7","0","6.1","0","0"
"1","19","21","0","0","6.4","2.2","0","6.4","0","0"
"1","19","22","0","0","6.3","1.5","0","6.3","0","0"
"1","19","23","0","0","6.2","0.7","0","6.2","0","0"
"1","20","0","0","0","6.2","0","0","6.2","0","0"
"1","20","1","0","0","6","0","0","6","0","0"
"1","20","2","0","0","5.8","0.7","0","5.8","0","0"
"1","20","3","0","0","5.6","2.2","0","5.6","0","0"
"1","20","4","0","0","5.4","2.2","0","5.4","0","0"
"1","20","5","0","0","5.1","1.5","0","5.1","0","0"
"1","20","6","0","0","4.8","0","0","4.8","0","0"
"1","20","7","2","24","5.2","0","24.098","2.186","135.509","102.404"
"1","20","8","19","93","5.8","0.7","103.951","6.825","572.009","530.097"
"1","20","9","52","151","6.8","1.5","192.075","10.765","1040.932","988.243"
"1","20","10","86","192","7.7","1.5","265.488","14.245","1419.607","1357.22"
"1","20","11","107","214","8.8","0.7","321.029","19.106","1681.01","1611.411"
"1","20","12","108","215","10","0","323.224","23.528","1658.339","1589.382"
"1","20","13","88","195","10.3","0","270.82","21.932","1398.541","1336.717"
"1","20","14","55","155","10.2","0.7","198.629","16.336","1050.285","997.367"
"1","20","15","21","98","9.8","2.2","109.886","11.441","592.665","550.307"
"1","20","16","2","28","9.4","2.2","28.589","8.506","156.583","123.079"
"1","20","17","0","0","8.8","1.5","0","8.8","0","0"
"1","20","18","0","0","8","0.7","0","8","0","0"
"1","20","19","0","0","7.6","0.7","0","7.6","0","0"
"1","20","20","0","0","7.2","0","0","7.2","0","0"
"1","20","21","0","0","7","0","0","7","0","0"
"1","20","22","0","0","7.1","0","0","7.1","0","0"
"1","20","23","0","0","7.3","0","0","7.3","0","0"
"1","21","0","0","0","7.8","0","0","7.8","0","0"
"1","21","1","0","0","8.2","0","0","8.2","0","0"
"1","21","2","0","0","8.6","0.7","0","8.6","0","0"
"1","21","3","0","0","9","1.5","0","9","0","0"
"1","21","4","0","0","9.4","2.2","0","9.4","0","0"
"1","21","5","0","0","9.8","3","0","9.8","0","0"
"1","21","6","0","0","10.2","4.5","0","10.2","0","0"
"1","21","7","0","14","10.5","5.2","13.26","9.421","72.638","40.704"
"1","21","8","0","61","10.8","5.9","59.25","10.609","322.879","286.137"
"1","21","9","2","109","11","6.7","108.27","11.695","586.999","544.763"
"1","21","10","13","138","11.8","7.4","144.865","13.079","780.246","733.716"
"1","21","11","21","154","12.8","7.4","167.737","14.482","897.904","848.646"
"1","21","12","21","154","14","7.4","167.75","15.717","893.019","843.876"
"1","21","13","14","140","13.9","7.4","147.653","15.303","787.402","740.708"
"1","21","14","3","111","13.3","7.4","110.712","14.102","593.78","551.397"
"1","21","15","0","65","12.2","6.7","63.101","12.217","341.432","304.319"
"1","21","16","0","17","11.5","6.7","16.108","10.678","87.752","55.539"
"1","21","17","0","0","10.8","6.7","0","10.8","0","0"
"1","21","18","0","0","10","7.4","0","10","0","0"
"1","21","19","0","0","9.4","7.4","0","9.4","0","0"
"1","21","20","0","0","9","7.4","0","9","0","0"
"1","21","21","0","0","8.6","6.7","0","8.6","0","0"
"1","21","22","0","0","8.4","6.7","0","8.4","0","0"
"1","21","23","0","0","8.2","5.9","0","8.2","0","0"
"1","22","0","0","0","8.2","5.9","0","8.2","0","0"
"1","22","1","0","0","8.1","5.2","0","8.1","0","0"
"1","22","2","0","0","8","3.7","0","8","0","0"
"1","22","3","0","0","8","2.2","0","8","0","0"
"1","22","4","0","0","7.5","1.5","0","7.5","0","0"
"1","22","5","0","0","6.9","0.7","0","6.9","0","0"
"1","22","6","0","0","6","0","0","6","0","0"
"1","22","7","14","21","6.8","0","24.398","3.816","132.197","99.154"
"1","22","8","71","78","8.4","0","117.135","10.275","624.998","581.936"
"1","22","9","143","126","10.8","0","223.325","18.59","1161.047","1105.377"
"1","22","10","207","161","11.9","0.7","334.171","22.344","1717.945","1647.292"
"1","22","11","245","179","12.8","2.2","397.734","22.54","2047.132","1966.719"
"1","22","12","247","180","13.4","3.7","401.313","21.801","2072.85","1991.646"
"1","22","13","212","163","13.8","4.5","342.186","20.223","1777.143","1704.785"
"1","22","14","149","130","13.9","4.5","233.572","17.957","1219.037","1161.897"
"1","22","15","77","83","13.8","3.7","126.477","15.617","660.086","616.253"
"1","22","16","18","26","12.7","3","31.455","12.042","164.572","130.917"
"1","22","17","0","0","11","1.5","0","11","0","0"
"1","22","18","0","0","8.6","0","0","8.6","0","0"
"1","22","19","0","0","8","0","0","8","0","0"
"1","22","20","0","0","7.9","1.5","0","7.9","0","0"
"1","22","21","0","0","8.4","3","0","8.4","0","0"
"1","22","22","0","0","9","3","0","9","0","0"
"1","22","23","0","0","9.9","3","0","9.9","0","0"
"1","23","0","0","0","11.2","3","0","11.2","0","0"
"1","23","1","0","0","11.7","3.7","0","11.7","0","0"
"1","23","2","0","0","12.1","5.2","0","12.1","0","0"
"1","23","3","0","0","12.2","6.7","0","12.2","0","0"
"1","23","4","0","0","12.1","6.7","0","12.1","0","0"
"1","23","5","0","0","11.9","5.9","0","11.9","0","0"
"1","23","6","0","0","11.4","5.2","0","11.4","0","0"
"1","23","7","14","22","12.2","5.2","25.571","11.382","134.291","101.209"
"1","23","8","68","81","13.5","5.2","119.386","14.496","626.111","583.024"
"1","23","9","137","130","15.4","5.9","224.511","18.355","1169.194","1113.32"
"1","23","10","200","165","16.6","5.9","334.109","21.664","1723.477","1652.666"
"1","23","11","237","184","17.6","5.9","397.781","23.956","2034.245","1954.226"
"1","23","12","239","185","18.6","5.2","401.401","25.648","2036.719","1956.625"
"1","23","13","205","168","18.2","5.9","343.394","23.686","1755.504","1683.771"
"1","23","14","144","134","17.1","8.2","235.419","19.879","1218.649","1161.52"
"1","23","15","75","86","15.2","10.4","129.152","16.133","673.287","629.162"
"1","23","16","17","27","14.2","8.9","32.342","13.812","168.373","134.646"
"1","23","17","0","0","13.3","6.7","0","13.3","0","0"
"1","23","18","0","0","12.4","2.2","0","12.4","0","0"
"1","23","19","0","0","11.8","1.5","0","11.8","0","0"
"1","23","20","0","0","11.3","1.5","0","11.3","0","0"
"1","23","21","0","0","11","3","0","11","0","0"
"1","23","22","0","0","11.1","3","0","11.1","0","0"
"1","23","23","0","0","11.5","3","0","11.5","0","0"
"1","24","0","0","0","12.2","3","0","12.2","0","0"
"1","24","1","0","0","12","3","0","12","0","0"
"1","24","2","0","0","11.6","3.7","0","11.6","0","0"
"1","24","3","0","0","10.8","3.7","0","10.8","0","0"
"1","24","4","0","0","10.4","3.7","0","10.4","0","0"
"1","24","5","0","0","10","3","0","10","0","0"
"1","24","6","0","0","9.6","2.2","0","9.6","0","0"
"1","24","7","5","26","10.5","1.5","27","9.153","146.421","113.11"
"1","24","8","35","94","12.1","0.7","115.845","13.693","615.86","572.997"
"1","24","9","79","151","14.4","0","207.326","21.526","1068.447","1015.082"
"1","24","10","122","192","15.1","0.7","300.322","24.28","1532.976","1467.513"
"1","24","11","149","214","15.3","1.5","353.717","24.806","1803.372","1730.251"
"1","24","12","151","215","15","3","356.972","22.865","1836.676","1762.58"
"1","24","13","126","195","14.8","3","307.899","21.501","1592.521","1525.41"
"1","24","14","84","157","14.5","3","218.078","18.911","1138.11","1083.016"
"1","24","15","39","101","14","2.2","125.461","16.169","660.063","616.231"
"1","24","16","7","33","13","1.5","35.587","12.38","190.187","156.043"
"1","24","17","0","0","11.7","0.7","0","11.7","0","0"
"1","24","18","0","0","10","0","0","10","0","0"
"1","24","19","0","0","9.5","0","0","9.5","0","0"
"1","24","20","0","0","9.3","0","0","9.3","0","0"
"1","24","21","0","0","9.6","0.7","0","9.6","0","0"
"1","24","22","0","0","9.3","1.5","0","9.3","0","0"
"1","24","23","0","0","9","1.5","0","9","0","0"
"1","25","0","0","0","8.6","2.2","0","8.6","0","0"
"1","25","1","0","0","8.4","2.2","0","8.4","0","0"
"1","25","2","0","0","8.2","3","0","8.2","0","0"
"1","25","3","0","0","8","3","0","8","0","0"
"1","25","4","0","0","7.9","3","0","7.9","0","0"
"1","25","5","0","0","7.9","3","0","7.9","0","0"
"1","25","6","0","0","8","3","0","8","0","0"
"1","25","7","16","22","8.4","3","25.937","7.286","138.069","104.915"
"1","25","8","76","79","9.1","3.7","120.125","10.239","640.63","597.225"
"1","25","9","151","127","10","3.7","229.421","13.88","1218.369","1161.246"
"1","25","10","217","161","10.7","3.7","342.078","17.397","1799.186","1726.186"
"1","25","11","257","179","11.3","3.7","408.354","19.746","2129.372","2046.415"
"1","25","12","260","180","12","3.7","412.977","20.695","2144.352","2060.927"
"1","25","13","224","164","12","3.7","353.358","19.365","1842.759","1768.484"
"1","25","14","159","132","11.7","3","242.723","16.82","1273.64","1215.097"
"1","25","15","85","85","11","3","132.397","13.126","698.434","653.751"
"1","25","16","21","29","10.6","2.2","35.626","9.996","187.906","153.805"
"1","25","17","0","0","10.2","1.5","0","10.2","0","0"
"1","25","18","0","0","9.8","0","0","9.8","0","0"
"1","25","19","0","0","9.6","0","0","9.6","0","0"
"1","25","20","0","0","9.6","0","0","9.6","0","0"
"1","25","21","0","0","9.6","0","0","9.6","0","0"
"1","25","22","0","0","9.4","0","0","9.4","0","0"
"1","25","23","0","0","9.2","0","0","9.2","0","0"
"1","26","0","0","0","9","0","0","9","0","0"
"1","26","1","0","0","8.9","0","0","8.9","0","0"
"1","26","2","0","0","8.8","0.7","0","8.8","0","0"
"1","26","3","0","0","8.8","0.7","0","8.8","0","0"
"1","26","4","0","0","8.8","1.5","0","8.8","0","0"
"1","26","5","0","0","8.9","1.5","0","8.9","0","0"
"1","26","6","0","0","9","2.2","0","9","0","0"
"1","26","7","0","17","9.6","3","16.11","8.26","88.696","56.465"
"1","26","8","0","67","10.6","3","65.31","10.443","356.163","318.753"
"1","26","9","3","116","11.8","3.7","115.882","12.962","624.676","581.621"
"1","26","10","15","148","12.4","4.5","156.567","14.409","838.295","790.429"
"1","26","11","23","164","12.8","4.5","187.286","15.532","997.916","946.272"
"1","26","12","24","165","13","5.2","189.218","15.589","1007.949","956.062"
"1","26","13","16","150","13","5.9","159.374","14.859","851.632","803.457"
"1","26","14","4","121","12.7","5.9","121.447","13.838","652.087","608.431"
"1","26","15","0","74","12.2","6.7","72.192","12.38","390.339","352.236"
"1","26","16","0","22","11.8","5.9","20.859","11.012","113.471","80.779"
"1","26","17","0","0","11.3","5.2","0","11.3","0","0"
"1","26","18","0","0","10.8","3.7","0","10.8","0","0"
"1","26","19","0","0","10.3","2.2","0","10.3","0","0"
"1","26","20","0","0","9.9","1.5","0","9.9","0","0"
"1","26","21","0","0","9.4","0","0","9.4","0","0"
"1","26","22","0","0","9.4","0","0","9.4","0","0"
"1","26","23","0","0","9.7","1.5","0","9.7","0","0"
"1","27","0","0","0","10.2","3","0","10.2","0","0"
"1","27","1","0","0","10.2","3","0","10.2","0","0"
"1","27","2","0","0","10","2.2","0","10","0","0"
"1","27","3","0","0","9.6","1.5","0","9.6","0","0"
"1","27","4","0","0","9.4","1.5","0","9.4","0","0"
"1","27","5","0","0","9.1","2.2","0","9.1","0","0"
"1","27","6","0","0","8.8","3.7","0","8.8","0","0"
"1","27","7","0","23","8.9","5.2","22.052","7.929","121.59","88.746"
"1","27","8","0","90","9.2","6.7","90.785","9.547","497.042","456.726"
"1","27","9","15","144","9.6","8.2","153.491","10.889","834.044","786.277"
"1","27","10","34","182","9.6","8.9","215.6","11.73","1167.668","1111.832"
"1","27","11","46","203","9.4","9.7","249.545","11.895","1351.043","1290.478"
"1","27","12","47","204","9","9.7","251.566","11.542","1364.149","1303.238"
"1","27","13","36","186","9","8.9","221.71","11.286","1203.219","1146.482"
"1","27","14","17","150","9","8.2","160.907","10.507","875.875","827.134"
"1","27","15","1","98","9.2","6.7","98.994","9.842","541.107","499.857"
"1","27","16","0","31","8.9","6.7","30.595","8.336","168.394","134.666"
"1","27","17","0","0","8.4","6.7","0","8.4","0","0"
"1","27","18","0","0","7.8","7.4","0","7.8","0","0"
"1","27","19","0","0","7.5","8.2","0","7.5","0","0"
"1","27","20","0","0","7.3","8.2","0","7.3","0","0"
"1","27","21","0","0","7.2","8.9","0","7.2","0","0"
"1","27","22","0","0","6.9","8.9","0","6.9","0","0"
"1","27","23","0","0","6.5","8.9","0","6.5","0","0"
"1","28","0","0","0","6","8.2","0","6","0","0"
"1","28","1","0","0","5.8","7.4","0","5.8","0","0"
"1","28","2","0","0","5.6","7.4","0","5.6","0","0"
"1","28","3","0","0","5.6","6.7","0","5.6","0","0"
"1","28","4","0","0","5.6","6.7","0","5.6","0","0"
"1","28","5","0","0","5.8","6.7","0","5.8","0","0"
"1","28","6","0","0","6","6.7","0","6","0","0"
"1","28","7","0","24","6.4","6.7","23.152","5.582","128.957","95.975"
"1","28","8","0","93","6.9","5.9","94.005","7.311","519.712","478.917"
"1","28","9","17","148","7.6","5.9","158.966","9.274","869.827","821.228"
"1","28","10","37","187","7.9","5.9","223.393","10.815","1214.719","1157.689"
"1","28","11","51","208","8.1","6.7","259.135","11.454","1405.651","1343.637"
"1","28","12","52","209","8.2","7.4","261.185","11.41","1417.091","1354.771"
"1","28","13","40","191","8.4","7.4","230.286","11.133","1250.54","1192.592"
"1","28","14","20","154","8.7","7.4","167.028","10.421","909.375","859.846"
"1","28","15","2","101","9","7.4","102.598","9.657","561.097","519.419"
"1","28","16","0","33","8.9","7.4","32.737","8.405","180.127","146.176"
"1","28","17","0","0","8.5","8.2","0","8.5","0","0"
"1","28","18","0","0","8","8.9","0","8","0","0"
"1","28","19","0","0","7.9","8.9","0","7.9","0","0"
"1","28","20","0","0","7.9","8.9","0","7.9","0","0"
"1","28","21","0","0","8","8.2","0","8","0","0"
"1","28","22","0","0","7.8","8.2","0","7.8","0","0"
"1","28","23","0","0","7.6","7.4","0","7.6","0","0"
"1","29","0","0","0","7.2","7.4","0","7.2","0","0"
"1","29","1","0","0","7.1","7.4","0","7.1","0","0"
"1","29","2","0","0","7","7.4","0","7","0","0"
"1","29","3","0","0","7","8.2","0","7","0","0"
"1","29","4","0","0","7","8.9","0","7","0","0"
"1","29","5","0","0","7.1","9.7","0","7.1","0","0"
"1","29","6","0","0","7.2","10.4","0","7.2","0","0"
"1","29","7","9","29","7.4","11.2","32.898","6.951","179.15","145.217"
"1","29","8","48","96","7.7","11.2","122.64","8.336","665.638","621.682"
"1","29","9","102","152","8","11.2","229.407","9.957","1244.61","1186.815"
"1","29","10","152","192","8.5","11.2","322.163","11.624","1741.56","1670.23"
"1","29","11","183","213","9.2","10.4","380.087","13.276","2042.668","1962.391"
"1","29","12","186","215","10","9.7","385.662","14.396","2062.486","1981.601"
"1","29","13","158","196","10.2","8.9","333.251","14.144","1782.082","1709.58"
"1","29","14","110","159","10.2","8.2","244.403","13.031","1309.171","1249.704"
"1","29","15","55","105","10","6.7","136.454","11.364","731.736","686.305"
"1","29","16","13","39","9.6","6.7","45.386","9.33","244.598","209.402"
"1","29","17","0","0","8.9","7.4","0","8.9","0","0"
"1","29","18","0","0","8","8.2","0","8","0","0"
"1","29","19","0","0","7.6","8.2","0","7.6","0","0"
"1","29","20","0","0","7.4","7.4","0","7.4","0","0"
"1","29","21","0","0","7.4","5.9","0","7.4","0","0"
"1","29","22","0","0","7","5.9","0","7","0","0"
"1","29","23","0","0","6.6","5.9","0","6.6","0","0"
"1","30","0","0","0","6","5.9","0","6","0","0"
"1","30","1","0","0","5.8","5.9","0","5.8","0","0"
"1","30","2","0","0","5.8","5.9","0","5.8","0","0"
"1","30","3","0","0","6","5.9","0","6","0","0"
"1","30","4","0","0","5.8","5.2","0","5.8","0","0"
"1","30","5","0","0","5.4","4.5","0","5.4","0","0"
"1","30","6","0","0","5","3","0","5","0","0"
"1","30","7","27","21","5.7","3","29.925","4.549","158.291","124.755"
"1","30","8","108","70","7","3.7","123.118","8.199","657.097","613.33"
"1","30","9","202","110","8.8","5.2","249.131","12.4","1329.263","1269.271"
"1","30","10","284","139","9.7","5.9","366.963","15.314","1947.133","1869.756"
"1","30","11","333","155","10.4","6.7","455.91","17.19","2405.032","2313.245"
"1","30","12","337","156","11","7.4","462.135","17.556","2434.201","2341.451"
"1","30","13","294","143","11","6.7","383.449","16.707","2023.283","1943.599"
"1","30","14","216","116","10.6","5.9","269.772","14.669","1427.574","1364.974"
"1","30","15","122","77","9.8","4.5","140.52","11.738","741.397","695.749"
"1","30","16","37","29","9","3","42.164","8.592","220.099","185.38"
"1","30","17","0","0","8.1","1.5","0","8.1","0","0"
"1","30","18","0","0","7","0","0","7","0","0"
"1","30","19","0","0","6.2","0","0","6.2","0","0"
"1","30","20","0","0","5.5","0","0","5.5","0","0"
"1","30","21","0","0","4.8","0","0","4.8","0","0"
"1","30","22","0","0","4.4","0","0","4.4","0","0"
"1","30","23","0","0","4.2","0","0","4.2","0","0"
"1","31","0","0","0","4.2","0","0","4.2","0","0"
"1","31","1","0","0","4.2","0","0","4.2","0","0"
"1","31","2","0","0","4.2","0","0","4.2","0","0"
"1","31","3","0","0","4.4","0","0","4.4","0","0"
"1","31","4","0","0","4.2","0","0","4.2","0","0"
"1","31","5","0","0","4","0","0","4","0","0"
"1","31","6","0","0","3.6","0","0","3.6","0","0"
"1","31","7","29","21","5.2","0","30.291","2.192","161.276","127.684"
"1","31","8","116","67","7.7","0","128.706","10.218","680.439","636.156"
"1","31","9","215","106","11.2","0","252.679","20.276","1300.443","1241.203"
"1","31","10","301","133","12.5","0.7","384.482","24.771","1953.445","1875.878"
"1","31","11","352","148","13.2","1.5","463.717","26.19","2346.311","2256.444"
"1","31","12","356","149","13.2","2.2","470.112","25.215","2390.034","2298.739"
"1","31","13","311","137","13.7","2.2","401.657","23.96","2049.96","1969.46"
"1","31","14","230","111","14.1","1.5","273.328","21.706","1400.24","1338.371"
"1","31","15","132","74","14.4","0","147.83","20.768","748.461","702.653"
"1","31","16","41","29","13","0","43.124","13.523","219.352","184.647"
"1","31","17","0","0","10.8","0","0","10.8","0","0"
"1","31","18","0","0","7.6","0","0","7.6","0","0"
"1","31","19","0","0","6.4","0","0","6.4","0","0"
"1","31","20","0","0","5.7","0","0","5.7","0","0"
